file_path,speaker,digit,take
datasets/fsdd/recordings/0_jackson_47.wav,jackson,0,47
datasets/fsdd/recordings/0_jackson_48.wav,jackson,0,48
datasets/fsdd/recordings/0_jackson_49.wav,jackson,0,49
datasets/fsdd/recordings/0_jackson_5.wav,jackson,0,5
datasets/fsdd/recordings/0_jackson_6.wav,jackson,0,6
datasets/fsdd/recordings/0_jackson_7.wav,jackson,0,7
datasets/fsdd/recordings/0_jackson_8.wav,jackson,0,8
datasets/fsdd/recordings/0_jackson_9.wav,jackson,0,9
datasets/fsdd/recordings/0_lucas_0.wav,lucas,0,0
datasets/fsdd/recordings/0_lucas_1.wav,lucas,0,1
datasets/fsdd/recordings/0_lucas_10.wav,lucas,0,10
datasets/fsdd/recordings/0_lucas_11.wav,lucas,0,11
datasets/fsdd/recordings/0_lucas_12.wav,lucas,0,12
datasets/fsdd/recordings/0_lucas_13.wav,lucas,0,13
datasets/fsdd/recordings/0_lucas_14.wav,lucas,0,14
datasets/fsdd/recordings/0_lucas_15.wav,lucas,0,15
datasets/fsdd/recordings/0_lucas_16.wav,lucas,0,16
datasets/fsdd/recordings/0_lucas_17.wav,lucas,0,17
datasets/fsdd/recordings/0_lucas_18.wav,lucas,0,18
datasets/fsdd/recordings/0_lucas_19.wav,lucas,0,19
datasets/fsdd/recordings/0_lucas_2.wav,lucas,0,2
datasets/fsdd/recordings/0_lucas_20.wav,lucas,0,20
datasets/fsdd/recordings/0_lucas_21.wav,lucas,0,21
datasets/fsdd/recordings/0_lucas_22.wav,lucas,0,22
datasets/fsdd/recordings/0_lucas_23.wav,lucas,0,23
datasets/fsdd/recordings/0_lucas_24.wav,lucas,0,24
datasets/fsdd/recordings/0_lucas_25.wav,lucas,0,25
datasets/fsdd/recordings/0_lucas_26.wav,lucas,0,26
datasets/fsdd/recordings/0_lucas_27.wav,lucas,0,27
datasets/fsdd/recordings/0_lucas_28.wav,lucas,0,28
datasets/fsdd/recordings/0_lucas_29.wav,lucas,0,29
datasets/fsdd/recordings/0_lucas_3.wav,lucas,0,3
datasets/fsdd/recordings/0_lucas_30.wav,lucas,0,30
datasets/fsdd/recordings/0_lucas_31.wav,lucas,0,31
datasets/fsdd/recordings/0_lucas_32.wav,lucas,0,32
datasets/fsdd/recordings/0_lucas_33.wav,lucas,0,33
datasets/fsdd/recordings/0_lucas_34.wav,lucas,0,34
datasets/fsdd/recordings/0_lucas_35.wav,lucas,0,35
datasets/fsdd/recordings/0_lucas_36.wav,lucas,0,36
datasets/fsdd/recordings/0_lucas_37.wav,lucas,0,37
datasets/fsdd/recordings/0_lucas_38.wav,lucas,0,38
datasets/fsdd/recordings/0_lucas_39.wav,lucas,0,39
datasets/fsdd/recordings/0_lucas_4.wav,lucas,0,4
datasets/fsdd/recordings/0_lucas_40.wav,lucas,0,40
datasets/fsdd/recordings/0_lucas_41.wav,lucas,0,41
datasets/fsdd/recordings/0_lucas_42.wav,lucas,0,42
datasets/fsdd/recordings/0_lucas_43.wav,lucas,0,43
datasets/fsdd/recordings/0_lucas_44.wav,lucas,0,44
datasets/fsdd/recordings/0_lucas_45.wav,lucas,0,45
datasets/fsdd/recordings/0_lucas_46.wav,lucas,0,46
datasets/fsdd/recordings/0_lucas_47.wav,lucas,0,47
datasets/fsdd/recordings/0_lucas_48.wav,lucas,0,48
datasets/fsdd/recordings/0_lucas_49.wav,lucas,0,49
datasets/fsdd/recordings/0_lucas_5.wav,lucas,0,5
datasets/fsdd/recordings/0_lucas_6.wav,lucas,0,6
datasets/fsdd/recordings/0_lucas_7.wav,lucas,0,7
datasets/fsdd/recordings/0_lucas_8.wav,lucas,0,8
datasets/fsdd/recordings/0_lucas_9.wav,lucas,0,9
datasets/fsdd/recordings/0_nicolas_0.wav,nicolas,0,0
datasets/fsdd/recordings/0_nicolas_1.wav,nicolas,0,1
datasets/fsdd/recordings/0_nicolas_10.wav,nicolas,0,10
datasets/fsdd/recordings/0_nicolas_11.wav,nicolas,0,11
datasets/fsdd/recordings/0_nicolas_12.wav,nicolas,0,12
datasets/fsdd/recordings/0_nicolas_13.wav,nicolas,0,13
datasets/fsdd/recordings/0_nicolas_14.wav,nicolas,0,14
datasets/fsdd/recordings/0_nicolas_15.wav,nicolas,0,15
datasets/fsdd/recordings/0_nicolas_16.wav,nicolas,0,16
datasets/fsdd/recordings/0_nicolas_17.wav,nicolas,0,17
datasets/fsdd/recordings/0_nicolas_18.wav,nicolas,0,18
datasets/fsdd/recordings/0_nicolas_19.wav,nicolas,0,19
datasets/fsdd/recordings/0_nicolas_2.wav,nicolas,0,2
datasets/fsdd/recordings/0_nicolas_20.wav,nicolas,0,20
datasets/fsdd/recordings/0_nicolas_21.wav,nicolas,0,21
datasets/fsdd/recordings/0_nicolas_22.wav,nicolas,0,22
datasets/fsdd/recordings/0_nicolas_23.wav,nicolas,0,23
datasets/fsdd/recordings/0_nicolas_24.wav,nicolas,0,24
datasets/fsdd/recordings/0_nicolas_25.wav,nicolas,0,25
datasets/fsdd/recordings/0_nicolas_26.wav,nicolas,0,26
datasets/fsdd/recordings/0_nicolas_27.wav,nicolas,0,27
datasets/fsdd/recordings/0_nicolas_28.wav,nicolas,0,28
datasets/fsdd/recordings/0_nicolas_29.wav,nicolas,0,29
datasets/fsdd/recordings/0_nicolas_3.wav,nicolas,0,3
datasets/fsdd/recordings/0_nicolas_30.wav,nicolas,0,30
datasets/fsdd/recordings/0_nicolas_31.wav,nicolas,0,31
datasets/fsdd/recordings/0_nicolas_32.wav,nicolas,0,32
datasets/fsdd/recordings/0_nicolas_33.wav,nicolas,0,33
datasets/fsdd/recordings/0_nicolas_34.wav,nicolas,0,34
datasets/fsdd/recordings/0_nicolas_35.wav,nicolas,0,35
datasets/fsdd/recordings/0_nicolas_36.wav,nicolas,0,36
datasets/fsdd/recordings/0_nicolas_37.wav,nicolas,0,37
datasets/fsdd/recordings/0_nicolas_38.wav,nicolas,0,38
datasets/fsdd/recordings/0_nicolas_39.wav,nicolas,0,39
datasets/fsdd/recordings/0_nicolas_4.wav,nicolas,0,4
datasets/fsdd/recordings/0_nicolas_40.wav,nicolas,0,40
datasets/fsdd/recordings/0_nicolas_41.wav,nicolas,0,41
datasets/fsdd/recordings/0_nicolas_42.wav,nicolas,0,42
datasets/fsdd/recordings/0_nicolas_43.wav,nicolas,0,43
datasets/fsdd/recordings/0_nicolas_44.wav,nicolas,0,44
datasets/fsdd/recordings/0_nicolas_45.wav,nicolas,0,45
datasets/fsdd/recordings/0_nicolas_46.wav,nicolas,0,46
datasets/fsdd/recordings/0_nicolas_47.wav,nicolas,0,47
datasets/fsdd/recordings/0_nicolas_48.wav,nicolas,0,48
datasets/fsdd/recordings/0_nicolas_49.wav,nicolas,0,49
datasets/fsdd/recordings/0_nicolas_5.wav,nicolas,0,5
datasets/fsdd/recordings/0_nicolas_6.wav,nicolas,0,6
datasets/fsdd/recordings/0_nicolas_7.wav,nicolas,0,7
datasets/fsdd/recordings/0_nicolas_8.wav,nicolas,0,8
datasets/fsdd/recordings/0_nicolas_9.wav,nicolas,0,9
datasets/fsdd/recordings/0_theo_0.wav,theo,0,0
datasets/fsdd/recordings/0_theo_1.wav,theo,0,1
datasets/fsdd/recordings/0_theo_10.wav,theo,0,10
datasets/fsdd/recordings/0_theo_11.wav,theo,0,11
datasets/fsdd/recordings/0_theo_12.wav,theo,0,12
datasets/fsdd/recordings/0_theo_13.wav,theo,0,13
datasets/fsdd/recordings/0_theo_14.wav,theo,0,14
datasets/fsdd/recordings/0_theo_15.wav,theo,0,15
datasets/fsdd/recordings/0_theo_16.wav,theo,0,16
datasets/fsdd/recordings/0_theo_17.wav,theo,0,17
datasets/fsdd/recordings/0_theo_18.wav,theo,0,18
datasets/fsdd/recordings/0_theo_19.wav,theo,0,19
datasets/fsdd/recordings/0_theo_2.wav,theo,0,2
datasets/fsdd/recordings/0_theo_20.wav,theo,0,20
datasets/fsdd/recordings/0_theo_21.wav,theo,0,21
datasets/fsdd/recordings/0_theo_22.wav,theo,0,22
datasets/fsdd/recordings/0_theo_23.wav,theo,0,23
datasets/fsdd/recordings/0_theo_24.wav,theo,0,24
datasets/fsdd/recordings/0_theo_25.wav,theo,0,25
datasets/fsdd/recordings/0_theo_26.wav,theo,0,26
datasets/fsdd/recordings/0_theo_27.wav,theo,0,27
datasets/fsdd/recordings/0_theo_28.wav,theo,0,28
datasets/fsdd/recordings/0_theo_29.wav,theo,0,29
datasets/fsdd/recordings/0_theo_3.wav,theo,0,3
datasets/fsdd/recordings/0_theo_30.wav,theo,0,30
datasets/fsdd/recordings/0_theo_31.wav,theo,0,31
datasets/fsdd/recordings/0_theo_32.wav,theo,0,32
datasets/fsdd/recordings/0_theo_33.wav,theo,0,33
datasets/fsdd/recordings/0_theo_34.wav,theo,0,34
datasets/fsdd/recordings/0_theo_35.wav,theo,0,35
datasets/fsdd/recordings/0_theo_36.wav,theo,0,36
datasets/fsdd/recordings/0_theo_37.wav,theo,0,37
datasets/fsdd/recordings/0_theo_38.wav,theo,0,38
datasets/fsdd/recordings/0_theo_39.wav,theo,0,39
datasets/fsdd/recordings/0_theo_4.wav,theo,0,4
datasets/fsdd/recordings/0_theo_40.wav,theo,0,40
datasets/fsdd/recordings/0_theo_41.wav,theo,0,41
datasets/fsdd/recordings/0_theo_42.wav,theo,0,42
datasets/fsdd/recordings/0_theo_43.wav,theo,0,43
datasets/fsdd/recordings/0_theo_44.wav,theo,0,44
datasets/fsdd/recordings/0_theo_45.wav,theo,0,45
datasets/fsdd/recordings/0_theo_46.wav,theo,0,46
datasets/fsdd/recordings/0_theo_47.wav,theo,0,47
datasets/fsdd/recordings/0_theo_48.wav,theo,0,48
datasets/fsdd/recordings/0_theo_49.wav,theo,0,49
datasets/fsdd/recordings/0_theo_5.wav,theo,0,5
datasets/fsdd/recordings/0_theo_6.wav,theo,0,6
datasets/fsdd/recordings/0_theo_7.wav,theo,0,7
datasets/fsdd/recordings/0_theo_8.wav,theo,0,8
datasets/fsdd/recordings/0_theo_9.wav,theo,0,9
datasets/fsdd/recordings/0_yweweler_0.wav,yweweler,0,0
datasets/fsdd/recordings/0_yweweler_1.wav,yweweler,0,1
datasets/fsdd/recordings/0_yweweler_10.wav,yweweler,0,10
datasets/fsdd/recordings/0_yweweler_11.wav,yweweler,0,11
datasets/fsdd/recordings/0_yweweler_12.wav,yweweler,0,12
datasets/fsdd/recordings/0_yweweler_13.wav,yweweler,0,13
datasets/fsdd/recordings/0_yweweler_14.wav,yweweler,0,14
datasets/fsdd/recordings/0_yweweler_15.wav,yweweler,0,15
datasets/fsdd/recordings/0_yweweler_16.wav,yweweler,0,16
datasets/fsdd/recordings/0_yweweler_17.wav,yweweler,0,17
datasets/fsdd/recordings/0_yweweler_18.wav,yweweler,0,18
datasets/fsdd/recordings/0_yweweler_19.wav,yweweler,0,19
datasets/fsdd/recordings/0_yweweler_2.wav,yweweler,0,2
datasets/fsdd/recordings/0_yweweler_20.wav,yweweler,0,20
datasets/fsdd/recordings/0_yweweler_21.wav,yweweler,0,21
datasets/fsdd/recordings/0_yweweler_22.wav,yweweler,0,22
datasets/fsdd/recordings/0_yweweler_23.wav,yweweler,0,23
datasets/fsdd/recordings/0_yweweler_24.wav,yweweler,0,24
datasets/fsdd/recordings/0_yweweler_25.wav,yweweler,0,25
datasets/fsdd/recordings/0_yweweler_26.wav,yweweler,0,26
datasets/fsdd/recordings/0_yweweler_27.wav,yweweler,0,27
datasets/fsdd/recordings/0_yweweler_28.wav,yweweler,0,28
datasets/fsdd/recordings/0_yweweler_29.wav,yweweler,0,29
datasets/fsdd/recordings/0_yweweler_3.wav,yweweler,0,3
datasets/fsdd/recordings/0_yweweler_30.wav,yweweler,0,30
datasets/fsdd/recordings/0_yweweler_31.wav,yweweler,0,31
datasets/fsdd/recordings/0_yweweler_32.wav,yweweler,0,32
datasets/fsdd/recordings/0_yweweler_33.wav,yweweler,0,33
datasets/fsdd/recordings/0_yweweler_34.wav,yweweler,0,34
datasets/fsdd/recordings/0_yweweler_35.wav,yweweler,0,35
datasets/fsdd/recordings/0_yweweler_36.wav,yweweler,0,36
datasets/fsdd/recordings/0_yweweler_37.wav,yweweler,0,37
datasets/fsdd/recordings/0_yweweler_38.wav,yweweler,0,38
datasets/fsdd/recordings/0_yweweler_39.wav,yweweler,0,39
datasets/fsdd/recordings/0_yweweler_4.wav,yweweler,0,4
datasets/fsdd/recordings/0_yweweler_40.wav,yweweler,0,40
datasets/fsdd/recordings/0_yweweler_41.wav,yweweler,0,41
datasets/fsdd/recordings/0_yweweler_42.wav,yweweler,0,42
datasets/fsdd/recordings/0_yweweler_43.wav,yweweler,0,43
datasets/fsdd/recordings/0_yweweler_44.wav,yweweler,0,44
datasets/fsdd/recordings/0_yweweler_45.wav,yweweler,0,45
datasets/fsdd/recordings/0_yweweler_46.wav,yweweler,0,46
datasets/fsdd/recordings/0_yweweler_47.wav,yweweler,0,47
datasets/fsdd/recordings/0_yweweler_48.wav,yweweler,0,48
datasets/fsdd/recordings/0_yweweler_49.wav,yweweler,0,49
datasets/fsdd/recordings/0_yweweler_5.wav,yweweler,0,5
datasets/fsdd/recordings/0_yweweler_6.wav,yweweler,0,6
datasets/fsdd/recordings/0_yweweler_7.wav,yweweler,0,7
datasets/fsdd/recordings/0_yweweler_8.wav,yweweler,0,8
datasets/fsdd/recordings/0_yweweler_9.wav,yweweler,0,9
datasets/fsdd/recordings/1_george_0.wav,george,1,0
datasets/fsdd/recordings/1_george_1.wav,george,1,1
datasets/fsdd/recordings/1_george_10.wav,george,1,10
datasets/fsdd/recordings/1_george_11.wav,george,1,11
datasets/fsdd/recordings/1_george_12.wav,george,1,12
datasets/fsdd/recordings/1_george_13.wav,george,1,13
datasets/fsdd/recordings/1_george_14.wav,george,1,14
datasets/fsdd/recordings/1_george_15.wav,george,1,15
datasets/fsdd/recordings/1_george_16.wav,george,1,16
datasets/fsdd/recordings/1_george_17.wav,george,1,17
datasets/fsdd/recordings/1_george_18.wav,george,1,18
datasets/fsdd/recordings/1_george_19.wav,george,1,19
datasets/fsdd/recordings/1_george_2.wav,george,1,2
datasets/fsdd/recordings/1_george_20.wav,george,1,20
datasets/fsdd/recordings/1_george_21.wav,george,1,21
datasets/fsdd/recordings/1_george_22.wav,george,1,22
datasets/fsdd/recordings/1_george_23.wav,george,1,23
datasets/fsdd/recordings/1_george_24.wav,george,1,24
datasets/fsdd/recordings/1_george_25.wav,george,1,25
datasets/fsdd/recordings/1_george_26.wav,george,1,26
datasets/fsdd/recordings/1_george_27.wav,george,1,27
datasets/fsdd/recordings/1_george_28.wav,george,1,28
datasets/fsdd/recordings/1_george_29.wav,george,1,29
datasets/fsdd/recordings/1_george_3.wav,george,1,3
datasets/fsdd/recordings/1_george_30.wav,george,1,30
datasets/fsdd/recordings/1_george_31.wav,george,1,31
datasets/fsdd/recordings/1_george_32.wav,george,1,32
datasets/fsdd/recordings/1_george_33.wav,george,1,33
datasets/fsdd/recordings/1_george_34.wav,george,1,34
datasets/fsdd/recordings/1_george_35.wav,george,1,35
datasets/fsdd/recordings/1_george_36.wav,george,1,36
datasets/fsdd/recordings/1_george_37.wav,george,1,37
datasets/fsdd/recordings/1_george_38.wav,george,1,38
datasets/fsdd/recordings/1_george_39.wav,george,1,39
datasets/fsdd/recordings/1_george_4.wav,george,1,4
datasets/fsdd/recordings/1_george_40.wav,george,1,40
datasets/fsdd/recordings/1_george_41.wav,george,1,41
datasets/fsdd/recordings/1_george_42.wav,george,1,42
datasets/fsdd/recordings/1_george_43.wav,george,1,43
datasets/fsdd/recordings/1_george_44.wav,george,1,44
datasets/fsdd/recordings/1_george_45.wav,george,1,45
datasets/fsdd/recordings/1_george_46.wav,george,1,46
datasets/fsdd/recordings/1_george_47.wav,george,1,47
datasets/fsdd/recordings/1_george_48.wav,george,1,48
datasets/fsdd/recordings/1_george_49.wav,george,1,49
datasets/fsdd/recordings/1_george_5.wav,george,1,5
datasets/fsdd/recordings/1_george_6.wav,george,1,6
datasets/fsdd/recordings/1_george_7.wav,george,1,7
datasets/fsdd/recordings/1_george_8.wav,george,1,8
datasets/fsdd/recordings/1_george_9.wav,george,1,9
datasets/fsdd/recordings/1_jackson_0.wav,jackson,1,0
datasets/fsdd/recordings/1_jackson_1.wav,jackson,1,1
datasets/fsdd/recordings/1_jackson_10.wav,jackson,1,10
datasets/fsdd/recordings/1_jackson_11.wav,jackson,1,11
datasets/fsdd/recordings/1_jackson_12.wav,jackson,1,12
datasets/fsdd/recordings/1_jackson_13.wav,jackson,1,13
datasets/fsdd/recordings/1_jackson_14.wav,jackson,1,14
datasets/fsdd/recordings/1_jackson_15.wav,jackson,1,15
datasets/fsdd/recordings/1_jackson_16.wav,jackson,1,16
datasets/fsdd/recordings/1_jackson_17.wav,jackson,1,17
datasets/fsdd/recordings/1_jackson_18.wav,jackson,1,18
datasets/fsdd/recordings/1_jackson_19.wav,jackson,1,19
datasets/fsdd/recordings/1_jackson_2.wav,jackson,1,2
datasets/fsdd/recordings/1_jackson_20.wav,jackson,1,20
datasets/fsdd/recordings/1_jackson_21.wav,jackson,1,21
datasets/fsdd/recordings/1_jackson_22.wav,jackson,1,22
datasets/fsdd/recordings/1_jackson_23.wav,jackson,1,23
datasets/fsdd/recordings/1_jackson_24.wav,jackson,1,24
datasets/fsdd/recordings/1_jackson_25.wav,jackson,1,25
datasets/fsdd/recordings/1_jackson_26.wav,jackson,1,26
datasets/fsdd/recordings/1_jackson_27.wav,jackson,1,27
datasets/fsdd/recordings/1_jackson_28.wav,jackson,1,28
datasets/fsdd/recordings/1_jackson_29.wav,jackson,1,29
datasets/fsdd/recordings/1_jackson_3.wav,jackson,1,3
datasets/fsdd/recordings/1_jackson_30.wav,jackson,1,30
datasets/fsdd/recordings/1_jackson_31.wav,jackson,1,31
datasets/fsdd/recordings/1_jackson_32.wav,jackson,1,32
datasets/fsdd/recordings/1_jackson_33.wav,jackson,1,33
datasets/fsdd/recordings/1_jackson_34.wav,jackson,1,34
datasets/fsdd/recordings/1_jackson_35.wav,jackson,1,35
datasets/fsdd/recordings/1_jackson_36.wav,jackson,1,36
datasets/fsdd/recordings/1_jackson_37.wav,jackson,1,37
datasets/fsdd/recordings/1_jackson_38.wav,jackson,1,38
datasets/fsdd/recordings/1_jackson_39.wav,jackson,1,39
datasets/fsdd/recordings/1_jackson_4.wav,jackson,1,4
datasets/fsdd/recordings/1_jackson_40.wav,jackson,1,40
datasets/fsdd/recordings/1_jackson_41.wav,jackson,1,41
datasets/fsdd/recordings/1_jackson_42.wav,jackson,1,42
datasets/fsdd/recordings/1_jackson_43.wav,jackson,1,43
datasets/fsdd/recordings/1_jackson_44.wav,jackson,1,44
datasets/fsdd/recordings/1_jackson_45.wav,jackson,1,45
datasets/fsdd/recordings/1_jackson_46.wav,jackson,1,46
datasets/fsdd/recordings/1_jackson_47.wav,jackson,1,47
datasets/fsdd/recordings/1_jackson_48.wav,jackson,1,48
datasets/fsdd/recordings/1_jackson_49.wav,jackson,1,49
datasets/fsdd/recordings/1_jackson_5.wav,jackson,1,5
datasets/fsdd/recordings/1_jackson_6.wav,jackson,1,6
datasets/fsdd/recordings/1_jackson_7.wav,jackson,1,7
datasets/fsdd/recordings/1_jackson_8.wav,jackson,1,8
datasets/fsdd/recordings/1_jackson_9.wav,jackson,1,9
datasets/fsdd/recordings/1_lucas_0.wav,lucas,1,0
datasets/fsdd/recordings/1_lucas_1.wav,lucas,1,1
datasets/fsdd/recordings/1_lucas_10.wav,lucas,1,10
datasets/fsdd/recordings/1_lucas_11.wav,lucas,1,11
datasets/fsdd/recordings/1_lucas_12.wav,lucas,1,12
datasets/fsdd/recordings/1_lucas_13.wav,lucas,1,13
datasets/fsdd/recordings/1_lucas_14.wav,lucas,1,14
datasets/fsdd/recordings/1_lucas_15.wav,lucas,1,15
datasets/fsdd/recordings/1_lucas_16.wav,lucas,1,16
datasets/fsdd/recordings/1_lucas_17.wav,lucas,1,17
datasets/fsdd/recordings/1_lucas_18.wav,lucas,1,18
datasets/fsdd/recordings/1_lucas_19.wav,lucas,1,19
datasets/fsdd/recordings/1_lucas_2.wav,lucas,1,2
datasets/fsdd/recordings/1_lucas_20.wav,lucas,1,20
datasets/fsdd/recordings/1_lucas_21.wav,lucas,1,21
datasets/fsdd/recordings/1_lucas_22.wav,lucas,1,22
datasets/fsdd/recordings/1_lucas_23.wav,lucas,1,23
datasets/fsdd/recordings/1_lucas_24.wav,lucas,1,24
datasets/fsdd/recordings/1_lucas_25.wav,lucas,1,25
datasets/fsdd/recordings/1_lucas_26.wav,lucas,1,26
datasets/fsdd/recordings/1_lucas_27.wav,lucas,1,27
datasets/fsdd/recordings/1_lucas_28.wav,lucas,1,28
datasets/fsdd/recordings/1_lucas_29.wav,lucas,1,29
datasets/fsdd/recordings/1_lucas_3.wav,lucas,1,3
datasets/fsdd/recordings/1_lucas_30.wav,lucas,1,30
datasets/fsdd/recordings/1_lucas_31.wav,lucas,1,31
datasets/fsdd/recordings/1_lucas_32.wav,lucas,1,32
datasets/fsdd/recordings/1_lucas_33.wav,lucas,1,33
datasets/fsdd/recordings/1_lucas_34.wav,lucas,1,34
datasets/fsdd/recordings/1_lucas_35.wav,lucas,1,35
datasets/fsdd/recordings/1_lucas_36.wav,lucas,1,36
datasets/fsdd/recordings/1_lucas_37.wav,lucas,1,37
datasets/fsdd/recordings/1_lucas_38.wav,lucas,1,38
datasets/fsdd/recordings/1_lucas_39.wav,lucas,1,39
datasets/fsdd/recordings/1_lucas_4.wav,lucas,1,4
datasets/fsdd/recordings/1_lucas_40.wav,lucas,1,40
datasets/fsdd/recordings/1_lucas_41.wav,lucas,1,41
datasets/fsdd/recordings/1_lucas_42.wav,lucas,1,42
datasets/fsdd/recordings/1_lucas_43.wav,lucas,1,43
datasets/fsdd/recordings/1_lucas_44.wav,lucas,1,44
datasets/fsdd/recordings/1_lucas_45.wav,lucas,1,45
datasets/fsdd/recordings/1_lucas_46.wav,lucas,1,46
datasets/fsdd/recordings/1_lucas_47.wav,lucas,1,47
datasets/fsdd/recordings/1_lucas_48.wav,lucas,1,48
datasets/fsdd/recordings/1_lucas_49.wav,lucas,1,49
datasets/fsdd/recordings/1_lucas_5.wav,lucas,1,5
